,AMZN,BRK.B,K,MSFT,XOM
2020-09-23 00:00:00-04:00,2997.44,209.59,61.12,200.59,34.39
2020-09-24 00:00:00-04:00,3018.58,208.79,62.67,203.18,34.32
2020-09-25 00:00:00-04:00,3094.65,210.38,63.07,207.77,34.645
2020-09-28 00:00:00-04:00,3175.04,213.69,63.39,209.61,35.31
2020-09-29 00:00:00-04:00,3142.92,210.37,63.44,207.16,34.27
2020-09-30 00:00:00-04:00,3147.425,212.89,64.59,210.32,34.33
2020-10-01 00:00:00-04:00,3222.01,211.94,64.38,212.46,33.13
2020-10-02 00:00:00-04:00,3125.93,211.25,64.705,206.18,32.98
2020-10-05 00:00:00-04:00,3199.2,212.41,65.45,210.37,33.74
2020-10-06 00:00:00-04:00,3099.29,210.03,65.15,205.91,33.37
2020-10-07 00:00:00-04:00,3192.51,213.27,64.86,209.81,33.5096
2020-10-08 00:00:00-04:00,3190.55,215.16,65.19,210.63,35.26
2020-10-09 00:00:00-04:00,3287.82,215.62,65.86,215.81,34.72
2020-10-12 00:00:00-04:00,3442.93,215.96,66.3,221.41,34.62
2020-10-13 00:00:00-04:00,3442.64,212.16,66.79,222.83,34.21
2020-10-14 00:00:00-04:00,3363.05,210.69,66.86,220.93,34.16
2020-10-15 00:00:00-04:00,3338.62,211.64,67.15,219.66,34.445
2020-10-16 00:00:00-04:00,3160.0,211.94,67.1,219.65,34.11
2020-10-19 00:00:00-04:00,3207.3,209.05,66.7,214.24,33.42
2020-10-20 00:00:00-04:00,3216.26,209.95,66.25,214.56,33.71
2020-10-21 00:00:00-04:00,3183.6,210.03,65.96,214.785,33.16
2020-10-22 00:00:00-04:00,3177.4,211.68,66.34,214.84,34.87
2020-10-23 00:00:00-04:00,3204.64,212.75,66.76,216.26,34.17
